"tag","class","text_preview","is_valid","type"
"a","","$ 46.578,24","1","link"
"span","product-price","$ 46.578,24","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"8927.45,0,","","","0",""
"div","product-description-short text-muted","","0",""
"a","","","0",""
"div","product-add-cart js-product-add-cart-71-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5403 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dl","data-sheet","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dt","name","Factor de Forma","0",""
"dd","value","Micro ATX","0",""
"dt","name","Puertos USB 2.0","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (A)","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (C)","0",""
"dd","value","No","0",""
"dt","name","Fan Support - Front","0",""
"dd","value","No","0",""
"dt","name","Ventana","0",""
"dd","value","Si","0",""
"dt","name","Tipo de lateral","0",""
"dd","value","Vidrio Templado","0",""
"dt","name","Tamaño De Gabinete","0",""
"dd","value","Mid Tower","0",""
"dt","name","Incluye Fuente","0",""
"dd","value","No","0",""
"dt","name","Cantidad de Discos 3.5","0",""
"dd","value","1","0",""
"dt","name","Cantidad de Discos 2.5","0",""
"dd","value","2","0",""
"dt","name","Cooler Incluido","0",""
"dd","value","1","0",""
"dt","name","Ranuras de Expansión","0",""
"dd","value","4","0",""
"div","product-category-name text-muted","Gabinetes Sin Psu","0",""
"h3","h3 product-title","Gabinete Raptor Nova Prime Tg Mid-tower Rgb Fan X3 Black","1","title"
"a","","Gabinete Raptor Nova Prime Tg Mid-tower Rgb Fan X3 Black","1","link"
"div","product-reference text-muted","105803","0",""
"a","","105803","0",""
"div","product-price-and-shipping","$ 46.792,88","0","price"
"a","","$ 46.792,88","1","link"
"span","product-price","$ 46.792,88","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"8968.47,0,","","","0",""
"div","product-description-short text-muted","Gabinete Raptor Nova Prime Mid-Tower con vidrio templado, diseño elegante, tres ventiladores RGB inc","0",""
"a","","Gabinete Raptor Nova Prime Mid-Tower con vidrio templado, diseño elegante, tres ventiladores RGB inc","0",""
"div","product-add-cart js-product-add-cart-5403-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5189 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Factor de Forma","0",""
"2.5","","","0",""
",0,","","","0",""
"dl","data-sheet","Factor de Forma","0",""
"2.5","","","0",""
",0,","","","0",""
"dt","name","Factor de Forma","0",""
"dd","value","2.5","0",""
"dt","name","Capacidad","0",""
"dd","value","480GB","0",""
"dt","name","Conector","0",""
"dd","value","SATA III","0",""
"dt","name","Disipador","0",""
"dd","value","No","0",""
"dt","name","Generación de PCIe","0",""
"dd","value","3.0","0",""
"dt","name","Velocidad de Escritura","0",""
"dd","value","470 MB/s","0",""
"dt","name","Velocidad de Lectura","0",""
"dd","value","550 MB/s","0",""
"div","product-category-name text-muted","Ssd","0",""
"h3","h3 product-title","Disco Solido Ssd Sata Hiksemi 480gb Wave 550mb/s","1","title"
"a","","Disco Solido Ssd Sata Hiksemi 480gb Wave 550mb/s","1","link"
"div","product-reference text-muted","105589","0",""
"a","","105589","0",""
"div","product-price-and-shipping","$ 46.545,14","0","price"
"a","","$ 46.545,14","1","link"
"span","product-price","$ 46.545,14","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"8921.12,0,","","","0",""
"div","product-description-short text-muted","El SSD SATA Hiksemi 480GB Wave ofrece velocidad de lectura de hasta 550MB/s. Ideal para acelerar el","0",""
"a","","El SSD SATA Hiksemi 480GB Wave ofrece velocidad de lectura de hasta 550MB/s. Ideal para acelerar el","0",""
"div","product-add-cart js-product-add-cart-5189-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","SATA III","0",""
"span","","SATA III","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5406 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Factor de Forma","0",""
"ATX","","","0",""
",0,","","","0",""
"dl","data-sheet","Factor de Forma","0",""
"ATX","","","0",""
",0,","","","0",""
"dt","name","Factor de Forma","0",""
"dd","value","ATX","0",""
"dt","name","Puertos USB 2.0","0",""
"dd","value","2","0",""
"dt","name","Puertos USB 3.2 (A)","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (C)","0",""
"dd","value","No","0",""
"dt","name","Fan Support - Front","0",""
"dd","value","No","0",""
"dt","name","Ventana","0",""
"dd","value","Si","0",""
"dt","name","Tipo de lateral","0",""
"dd","value","Vidrio Templado","0",""
"dt","name","Tamaño De Gabinete","0",""
"dd","value","Mid Tower","0",""
"dt","name","Incluye Fuente","0",""
"dd","value","No","0",""
"dt","name","Cantidad de Discos 3.5","0",""
"dd","value","2","0",""
"dt","name","Cantidad de Discos 2.5","0",""
"dd","value","2","0",""
"dt","name","Cooler Incluido","0",""
"dd","value","1","0",""
"dt","name","Ranuras de Expansión","0",""
"dd","value","7","0",""
"div","product-category-name text-muted","Gabinetes Sin Psu","0",""
"h3","h3 product-title","Gabinete Raptor Blaze Force Tg Mid-tower Rgb Fan X1","1","title"
"a","","Gabinete Raptor Blaze Force Tg Mid-tower Rgb Fan X1","1","link"
"div","product-reference text-muted","105806","0",""
"a","","105806","0",""
"div","product-price-and-shipping","$ 47.107,70","0","price"
"a","","$ 47.107,70","1","link"
"span","product-price","$ 47.107,70","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9028.84,0,","","","0",""
"div","product-description-short text-muted","","0",""
"a","","","0",""
"div","product-add-cart js-product-add-cart-5406-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","thumbnail-container reviews-loading","Últimas unidades en stock","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","Últimas unidades en stock","0",""
"span","badge badge-warning d-none product-last-items mt-2","Últimas unidades en stock","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","EAN","0",""
"0840006648994","","","0",""
"Ti,0,","","","0",""
"dl","data-sheet","EAN","0",""
"0840006648994","","","0",""
"Ti,0,","","","0",""
"dt","name","EAN","0",""
"dd","value","0840006648994","0",""
"dt","name","Tipo de Memoria","0",""
"dd","value","DDR4","0",""
"dt","name","Cantidad de Slots de Memoria Ram","0",""
"dd","value","1","0",""
"dt","name","Frecuencia Memoria Ram","0",""
"dd","value","3600MHZ","0",""
"dt","name","Conexión Led","0",""
"dd","value","RGB","0",""
"dt","name","Latencia","0",""
"dd","value","CL18","0",""
"dt","name","Voltaje","0",""
"dd","value","1.2V","0",""
"dt","name","Formato de memoria","0",""
"dd","value","Udimm","0",""
"dt","name","Tamaño De Memoria Ram","0",""
"dd","value","8GB","0",""
"div","product-category-name text-muted","Memorias","0",""
"h3","h3 product-title","Memoria Ram Ddr4 8gb 3600mhz Corsair Vengeance Rgb Rs Black","1","title"
"a","","Memoria Ram Ddr4 8gb 3600mhz Corsair Vengeance Rgb Rs Black","1","link"
"div","product-brand text-muted","Corsair","0",""
"a","","Corsair","0",""
"div","product-reference text-muted","104479","0",""
"a","","104479","0",""
"div","product-price-and-shipping","$ 46.857,53","0","price"
"a","","$ 46.857,53","1","link"
"span","product-price","$ 46.857,53","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"8980.92,0,","","","0",""
"div","product-add-cart js-product-add-cart-1695-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5162 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Tipo de Memoria","0",""
"DDR5","","","0",""
",0,","","","0",""
"dl","data-sheet","Tipo de Memoria","0",""
"DDR5","","","0",""
",0,","","","0",""
"dt","name","Tipo de Memoria","0",""
"dd","value","DDR5","0",""
"dt","name","Cantidad de Slots de Memoria Ram","0",""
"dd","value","1","0",""
"dt","name","Frecuencia Memoria Ram","0",""
"dd","value","5600MHZ","0",""
"dt","name","Conexión Led","0",""
"dd","value","No","0",""
"dt","name","Latencia","0",""
"dd","value","CL 40","0",""
"dt","name","Voltaje","0",""
"dd","value","1.2V","0",""
"dt","name","Formato de memoria","0",""
"dd","value","Sodimm","0",""
"dt","name","Tamaño De Memoria Ram","0",""
"dd","value","8GB","0",""
"div","product-category-name text-muted","Memorias Soddimm","0",""
"h3","h3 product-title","Memoria Ram Sodimm Ddr5 8gb 5600mhz Kingston Kcp","1","title"
"a","","Memoria Ram Sodimm Ddr5 8gb 5600mhz Kingston Kcp","1","link"
"div","product-reference text-muted","105558","0",""
"a","","105558","0",""
"div","product-price-and-shipping","$ 47.879,87","0","price"
"a","","$ 47.879,87","1","link"
"span","product-price","$ 47.879,87","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9176.81,0,","","","0",""
"div","product-description-short text-muted","Mejora el rendimiento de tu laptop con la memoria RAM SODIMM DDR5 8GB 5600MHz Kingston KCP. Mayor ve","0",""
"a","","Mejora el rendimiento de tu laptop con la memoria RAM SODIMM DDR5 8GB 5600MHz Kingston KCP. Mayor ve","0",""
"div","product-add-cart js-product-add-cart-5162-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","EAN","0",""
"649528946133","","","0",""
"Fac,0,","","","0",""
"dl","data-sheet","EAN","0",""
"649528946133","","","0",""
"Fac,0,","","","0",""
"dt","name","EAN","0",""
"dd","value","649528946133","0",""
"dt","name","Factor de Forma","0",""
"dd","value","M.2 2280","0",""
"dt","name","Capacidad","0",""
"dd","value","480GB","0",""
"dt","name","Conector","0",""
"dd","value","M.2","0",""
"dt","name","Disipador","0",""
"dd","value","No","0",""
"dt","name","Generación de PCIe","0",""
"dd","value","4.0","0",""
"dt","name","Velocidad de Escritura","0",""
"dd","value","2500 MB/s","0",""
"dt","name","Velocidad de Lectura","0",""
"dd","value","4700 MB/s","0",""
"div","product-category-name text-muted","Ssd","0",""
"h3","h3 product-title","Disco Solido Ssd M.2 Crucial 480gb E100 4700mb/s Gen4 Nvme","1","title"
"a","","Disco Solido Ssd M.2 Crucial 480gb E100 4700mb/s Gen4 Nvme","1","link"
"div","product-reference text-muted","105477","0",""
"a","","105477","0",""
"div","product-price-and-shipping","$ 47.965,07","0","price"
"a","","$ 47.965,07","1","link"
"span","product-price","$ 47.965,07","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9193.29,0,","","","0",""
"div","product-add-cart js-product-add-cart-5114-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","M.2","0",""
"span","","M.2","0",""
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","EAN","0",""
"6974202725716","","","0",""
"Fa,0,","","","0",""
"dl","data-sheet","EAN","0",""
"6974202725716","","","0",""
"Fa,0,","","","0",""
"dt","name","EAN","0",""
"dd","value","6974202725716","0",""
"dt","name","Factor de Forma","0",""
"dd","value","M.2 2280","0",""
"dt","name","Capacidad","0",""
"dd","value","512GB","0",""
"dt","name","Conector","0",""
"dd","value","M.2","0",""
"dt","name","Disipador","0",""
"dd","value","No","0",""
"dt","name","Generación de PCIe","0",""
"dd","value","3.0","0",""
"dt","name","Consumo Maximo","0",""
"dd","value","3W","0",""
"dt","name","Velocidad de Lectura","0",""
"dd","value","525MB/S","0",""
"div","product-category-name text-muted","Ssd","0",""
"h3","h3 product-title","Disco Solido Ssd M.2 Hiksemi 512gb Wave 350mb/s","1","title"
"a","","Disco Solido Ssd M.2 Hiksemi 512gb Wave 350mb/s","1","link"
"div","product-reference text-muted","105344","0",""
"a","","105344","0",""
"div","product-price-and-shipping","$ 48.589,83","0","price"
"a","","$ 48.589,83","1","link"
"span","product-price","$ 48.589,83","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9312.89,0,","","","0",""
"div","product-add-cart js-product-add-cart-5054-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","M.2","0",""
"span","","M.2","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5405 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dl","data-sheet","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dt","name","Factor de Forma","0",""
"dd","value","Micro ATX","0",""
"dt","name","Puertos USB 2.0","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (A)","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (C)","0",""
"dd","value","No","0",""
"dt","name","Fan Support - Front","0",""
"dd","value","No","0",""
"dt","name","Ventana","0",""
"dd","value","Si","0",""
"dt","name","Tipo de lateral","0",""
"dd","value","Acrílico","0",""
"dt","name","Tamaño De Gabinete","0",""
"dd","value","Mid Tower","0",""
"dt","name","Incluye Fuente","0",""
"dd","value","No","0",""
"dt","name","Cantidad de Discos 3.5","0",""
"dd","value","1","0",""
"dt","name","Cantidad de Discos 2.5","0",""
"dd","value","1","0",""
"dt","name","Ranuras de Expansión","0",""
"dd","value","4","0",""
"div","product-category-name text-muted","Gabinetes Sin Psu","0",""
"h3","h3 product-title","Gabinete Raptor Thunder Strike Tg Mid-tower Rgb Fan X1 White","1","title"
"a","","Gabinete Raptor Thunder Strike Tg Mid-tower Rgb Fan X1 White","1","link"
"div","product-reference text-muted","105805","0",""
"a","","105805","0",""
"div","product-price-and-shipping","$ 49.540,35","0","price"
"a","","$ 49.540,35","1","link"
"span","product-price","$ 49.540,35","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9495.17,0,","","","0",""
"div","product-description-short text-muted","Gabinete Raptor Thunder Strike Mid-Tower con panel lateral de vidrio templado, diseño agresivo, vent","0",""
"a","","Gabinete Raptor Thunder Strike Mid-Tower con panel lateral de vidrio templado, diseño agresivo, vent","0",""
"div","product-add-cart js-product-add-cart-5405-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","js-product-miniature-wrapper js-product-miniature-wrapper-5404 col-6 col-md-6 col-lg-4 col-xl-3","Todas las caracteristicas de este producto:","1","productWrapper"
"article","product-miniature product-miniature-default product-miniature-grid product-miniature-layout-1 js-product-miniature","Todas las caracteristicas de este producto:","1","productWrapper"
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","product-description","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dl","data-sheet","Factor de Forma","0",""
"Micro ATX","","","0",""
",0,","","","0",""
"dt","name","Factor de Forma","0",""
"dd","value","Micro ATX","0",""
"dt","name","Puertos USB 2.0","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (A)","0",""
"dd","value","1","0",""
"dt","name","Puertos USB 3.2 (C)","0",""
"dd","value","No","0",""
"dt","name","Ventana","0",""
"dd","value","Si","0",""
"dt","name","Tipo de lateral","0",""
"dd","value","Acrílico","0",""
"dt","name","Tamaño De Gabinete","0",""
"dd","value","Mid Tower","0",""
"dt","name","Incluye Fuente","0",""
"dd","value","No","0",""
"dt","name","Cantidad de Discos 3.5","0",""
"dd","value","1","0",""
"dt","name","Cantidad de Discos 2.5","0",""
"dd","value","1","0",""
"dt","name","Ranuras de Expansión","0",""
"dd","value","4","0",""
"div","product-category-name text-muted","Gabinetes Sin Psu","0",""
"h3","h3 product-title","Gabinete Raptor Thunder Strike Tg Mid-tower Rgb Fan X1 Black","1","title"
"a","","Gabinete Raptor Thunder Strike Tg Mid-tower Rgb Fan X1 Black","1","link"
"div","product-reference text-muted","105804","0",""
"a","","105804","0",""
"div","product-price-and-shipping","$ 49.540,35","0","price"
"a","","$ 49.540,35","1","link"
"span","product-price","$ 49.540,35","1","price"
"div","cuotas-grid-list","6 cuotas sin interés al","1","cuotas"
"div","precio-de-lista","6 cuotas sin interés al","1","cuotas"
"span","text-muted-precio-lista","precio de lista $","0",""
"9495.17,0,","","","0",""
"div","product-description-short text-muted","Gabinete Raptor Thunder Strike Mid-Tower con panel lateral de vidrio templado, diseño agresivo, vent","0",""
"a","","Gabinete Raptor Thunder Strike Mid-Tower con panel lateral de vidrio templado, diseño agresivo, vent","0",""
"div","product-add-cart js-product-add-cart-5404-0","Seleccionar","0",""
"div","","Seleccionar","0",""
"a","btn-comprar","Seleccionar","0",""
"button","btn btn-product-list add-to-cart modificado","Seleccionar","0",""
"div","tipo-disco","","0",""
"div","thumbnail-container reviews-loading","","0",""
"a","thumbnail product-thumbnail","","0",""
"img","img-fluid product-thumbnail-first loaded","","1","image"
"ul","product-flags js-product-flags","","0",""
"div","product-functional-buttons product-functional-buttons-bottom","","0",""
"div","product-functional-buttons-links","","0",""
"a","btn-iqitwishlist-add js-iqitwishlist-add","","0",""
"a","btn-iqitcompare-add js-iqitcompare-add","","0",""
"a","js-quick-view-iqit","","0",""
"div","product-availability d-block","","0",""
"div","popup-con-info","","0",""
"div","popup-descripcion","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","contenedor-popup","Todas las caracteristicas de este producto:","0",""
",0,","","","0",""
"div","header-popup","Todas las caracteristicas de este producto:","0",""
"h2","","Todas las caracteristicas de este producto:","0",""
"div","body-popup","Conexión Led","0",""
"No","","","0",""
"Vent,0,","","","0",""
"dl","data-sheet","Conexión Led","0",""
"No","","","0",""
"Vent,0,","","","0",""
"dt","name","Conexión Led","0",""
"dd","value","No","0",""
"dt","name","Ventilador","0",""
"dd","value","120 mm","0",""
"dt","name","Consumo Maximo","0",""
